Наименование;Описание;Город;Телефон 1;Телефон 2;Телефон 3;Telegram 1;Telegram 2;Telegram 3;rating;
Аврора;рекламное агентство;Барнаул;83852428000;89635735108;;;=;;
Аврора Принт;;Барнаул;89132190210;;;;=;;
Авто-Реклама22;рекламное агентство полного цикла;;89635706512;;;;=;;
Автограф групп;рекламно-производственная компания;Барнаул;89293247653;;;;=;;
Автомастер;рекламно-производственная компания;Барнаул;89609645024;;;;=;;
Агат;производственный цех;Новоалтайск;89095010063;83852572221;;https://t.me/agat22ru;=;;
Агитация про;агентство рекламы;Барнаул;89039926609;;;;=;;
Адельфо стенд;фабрика конструкций;Барнаул;83852254411;;;;=;;
Азбука;рекламно-производственная компания;Барнаул;89635710431;;;https://t.me/+79635710431;=;;
Актив;рекламно-производственная компания;Барнаул;83852555258;;;;=;;
Алт_PR-sector;группа компаний;Барнаул;89963035278;83852252396;89237147033;https://t.me/+79237147033;=;;
Алтай Медиа Групп;рекламно-полиграфическая группа;Барнаул;83852756393;;;;=;;
Алтай-Актив;торговая компания;Барнаул;89132109689;83852535374;;https://t.me/+79132109689;=;;
АлтайЗнак;компания по изготовлению рекламных конструкций и дорожных знаков;Барнаул;89130235688;83852366065;;;=;;
АлтайЗнак;производственный отдел;Барнаул;83852560000;83852366065;;;=;;
Алтайпенопласт;производственно-торговая компания;Барнаул;83852253313;89039478313;89132621421;;=;;
Алтайсar;мастерская кузовного ремонта;Барнаул;83852605366;89132105366;;;=;;
Алтайский Печатник;рекламное агентство;Барнаул;83852252383;89132108353;;;=;;
АлтРеклама;рекламное агентство полного цикла;Барнаул;89237137688;;;;=;;
Альпака;рекламная компания;Барнаул;89132673646;83852695517;89237947021;https://t.me/+79132673646;=;;
Альтернатива;рекламное агентство;Барнаул;89095058678;;;;=;;
Амадея;производственная компания;Барнаул;89133650000;89132201166;83852580217;;=;;
Арбат;фабрика полиграфии и сувениров;Барнаул;83852999880;;;;=;;
Арбат 97;рекламно-производственная компания;Барнаул;83852658000;83852249725;;;=;;
Аргон22;компания;;89237170712;;;https://t.me/+79237170712;=;;
Ариадна-Сибирь;мастерская рекламы;Барнаул;83852603435;89967023583;83852693852;https://t.me/ariadnasibir;=;;
Ария;рекламно-производственная компания;Барнаул;83852534677;89130255823;89132173311;https://t.me/aria_brn;=;;
Аркада;производственный цех;Барнаул;83852500123;;;;=;;
Аркада;рекламно-производственная компания;Барнаул;83852500123;83852500072;89132109990;;=;;
АРТ Компас;агентство рекламных технологий;Барнаул;83852616513;83852615885;89619786953;https://t.me/art_kompas;=;;
Арт Трафарет;студия рекламы и дизайна;Барнаул;83852253921;89132504821;;;=;;
Арт-дизайн;художественная мастерская;Новоалтайск;89039487177;89132222461;;;=;;
Арт-М;рекламное агентство;Барнаул;83852322333;89130920846;;;=;;
Арт-Микс;;Барнаул;89646039570;;;;=;;
Арт&шок;рекламная мастерская;Барнаул;83852717767;;;;=;;
АртКроун;рекламное агентство;Барнаул;83852555734;;;;=;;
АртКроун;рекламное агентство;Барнаул;83852555764;;;;=;;
АртМастер;рекламное агентство;Барнаул;83852555398;;;;=;;
Артсити;центр широкоформатной и УФ-печати;Барнаул;83852600216;89132100216;;;=;;
Артэ;;Барнаул;83852570410;89132729935;;;=;;
Арфа;группа компаний;Барнаул;83852690662;;;;=;;
Аспект;рекламно-производственная компания;Барнаул;83852558080;89619779955;;;=;;
Аспирин;рекламное агентство;Барнаул;89016451681;;;https://t.me/raaspirin;=;;
Атмосфера;типография;Барнаул;89235664177;88007004934;;;=;;
Атс;рекламное агентство полного цикла;Барнаул;89293451336;83852601799;;https://t.me/+79132101799;=;;
Буква;многопрофильная компания;Барнаул;89831786674;;;;=;;
Валера;пункт выдачи заказов;Барнаул;83852222723;;;https://t.me/+79955223994;=;;
Ванилин;фабрика ростовых кукол и карнавальных костюмов;Барнаул;89069619910;89132118322;;https://t.me/rkvanilin;=;;
Вертикаль;рекламно-производственная компания;Барнаул;83852991450;89640861450;;;=;;
Вилиант;рекламно-производственная компания;Барнаул;83852529132;89646033609;;;=;;
Галея;рекламное агентство полного цикла;Барнаул;83852622545;;;;=;;
Глашатай;компания по производству электронных светодиодных табло;Барнаул;83852223065;83852223797;88003021640;;=;;
Графикс;типография;Барнаул;83852637702;83852659814;83852639323;;=;;
ГудАрт;рекламное агентство;Барнаул;83852698298;;;;=;;
Давинчи;рекламно-производственная компания;Барнаул;83852390919;;;https://t.me/grDavinchi;=;;
Давинчи;рекламно-производственная компания;Барнаул;89831086878;89029983443;;https://t.me/grDavinchi;=;;
День добрый;рекламное агентство;Барнаул;83852659060;;;;=;;
День добрый;рекламное агентство;Барнаул;83852354623;83852354622;;;=;;
Дизайн и реклама;рекламное агентство;Новоалтайск;89130824613;;;;=;;
Диметра;рекламная компания;Барнаул;83852996820;89627918424;89132101346;https://t.me/kireev_brn;=;;
Дом рекламы;рекламное агентство;Барнаул;83852607542;;;;=;;
ЕвРус дизайн;;Барнаул;89635333764;;;https://t.me/evrus_design;https://t.me/+79635333764=;;
Жесть;производственный цех;Алейск;89132367743;89132369306;;;=;;
Завод металлических изделий;;Барнаул;89059257735;;;https://t.me/zmi_metaloconstrukcii;=;;
Зенит;агентство по изготовлению вывесок;Барнаул;83852222323;;;;=;;
Киви;рекламное агентство полного цикла;Новоалтайск;89833530707;;;;=;;
Клик;рекламная компания;Барнаул;83852601265;89132101265;89831822256;;=;;
Компания по изготовлению печатей и штампов;;Барнаул;89293905486;;;;=;;
Композит Маркет;компания скульптур и фигур из стеклопластика от производителя;Барнаул;89833551500;;;https://t.me/+79833551500;=;;
Кот;рекламно-производственная фирма;Барнаул;83852690487;89237482778;;;=;;
Линия рекламы;рекламное агентство;Барнаул;83852203323;89952454972;;https://t.me/liniareklami;=;;
Магнит;рекламное агентство;Барнаул;89130863195;;;https://t.me/+79130863195;=;;
Марка;рекламное агентство;Барнаул;89836021210;;;;=;;
Маркетинг&реклама;рекламное агентство;Барнаул;83852608881;;;https://t.me/+79132108881;=;;
Мастерская наружной рекламы;;Барнаул;83852250106;89039480948;;;=;;
Матрица;рекламная группа;Барнаул;89132148164;;;;=;;
Медиа Регион;рекламная компания;Барнаул;83852200936;89050807231;83852200937;;=;;
Медиа-брэнд;рекламное агентство;Барнаул;89231645903;;;;=;;
Металло-производственная компания;;Барнаул;83852584228;89039115625;;;=;;
Мозаика22;;Барнаул;83852720880;83852720870;83852251108;;=;;
Надежный партнер;рекламно-производственная компания;Барнаул;89059809333;;;https://t.me/partner_rub;=;;
Наружная реклама;рекламное агентство;Барнаул;83852533469;89646033469;;https://t.me/+79646033469;=;;
Неон график;рекламно-производственная компания;Барнаул;89132153669;;;https://t.me/neongrafik;=;;
Ника;рекламное агентство;Барнаул;89039123752;;;;=;;
Ом дизайн;;Камень-на-Оби;89609441046;;;;=;;
Оранжевый СЛОН;рекламная группа;Барнаул;89640866627;83852344416;83852344150;;=;;
Параграф;типография;Барнаул;89133600696;89609507252;;https://t.me/+79133600696;=;;
Первый класс!;рекламно-производственная компания;Барнаул;83852605564;89132105564;;;=;;
Перспектива;рекламное агентство ;Яровое;89619934517;;;https://t.me/+79619934517;=;;
Печать22;рекламное агентство;Барнаул;89293995049;;;https://t.me/+79293995049;=;;
Пиар-Максимум;рекламное агентство;Барнаул;89069461177;83852500976;89133612352;;=;;
Пилларсы;рекламное агентство;Барнаул;89967090415;;;https://t.me/reklama22_bot;=;;
Пластик-Центр;торговая организация;Барнаул;83852581208;83852390370;83852693581;https://t.me/+79835481208;=;;
Полиграфика;;Барнаул;89520070650;;;;=;;
Потенциал;рекламно-производственная группа;Барнаул;89132702674;89967002959;;;=;;
Престиж;рекламное агентство;Барнаул;83852697010;;;;=;;
Принтмастер;рекламное агентство;Барнаул;83852354110;;;;=;;
Приоритет;рекламно-информационное агентство;Барнаул;83852694405;83852699737;;;=;;
Продвижение;рекламно-производственный комплекс;Барнаул;83852232622;;;https://t.me/reklamabarnaulbot;=;;
Производственная компания;;Барнаул;83852253766;;;;=;;
ПромоКот;рекламное агентство;Барнаул;89130232174;;;;=;;
Пропеллер;многопрофильная компания;Барнаул;89293971066;83852571066;;;=;;
Проспект;фирма;Барнаул;89133038241;89831846845;89833515407;;=;;
Рrinter;рекламная компания;;89921321108;;;;=;;
РА Союз;компания по производству наружной рекламы;Барнаул;89069428484;;;;=;;
Радуга;рекламная группа;Барнаул;83852693191;;;;=;;
Ракурс;рекламное агентство;Заринск;89293763076;;;;=;;
Реклайм;рекламное агентство;Барнаул;89095000292;89132343444;;;=;;
Реклама всем 22 регион;рекламная компания полного цикла;Барнаул;89132112693;89130229350;;;=;;
Реклама Сити;рекламное агентство;Барнаул;83852604201;89132104201;;;=;;
РекламаГородЛюди;рекламно-производственная компания;Барнаул;89130852612;;;;=;;
Рекламастер;рекламно-производственная фирма;Барнаул;83852602010;89635782248;89029981390;https://t.me/fudzick;=;;
Рекламное агентство полного цикла;ИП Липухина О.С.;Барнаул;89030728111;89132736512;;;=;;
Рим;рекламно-изготовительная мастерская;Барнаул;83852606243;89132201944;89133619001;https://t.me/+79133619001;=;;
РК;рекламная компания;Барнаул;89132100720;;;;=;;
РосСибБар;рекламно-производственная компания;Барнаул;83852585757;89130909050;83852585747;;=;;
Рост;компания;Барнаул;89130895537;89039915511;;;=;;
РПК;;Барнаул;83852480780;;;;=;;
Рыжий кот;рекламное агентство;Барнаул;89520049650;89967048422;83852691012;;=;;
Рыжий лис;мастерская;Барнаул;89132258230;89609571307;;https://t.me/+79608471307;=;;
Сolorprint;компания по изготовлению наружной рекламы;Барнаул;89237797131;89237488402;;https://t.me/+79237797131;=;;
Салют;рекламное агентство;Новоалтайск;89029988415;83853220205;;;=;;
Сделаем;;;88003012515;89016088775;;https://t.me/sdelaem70_bot;=;;
Сибирь;завод металлоконструкций;Барнаул;89619889374;;;;=;;
Сибтруд-Полиграфия;;Барнаул;83852337822;89293959932;83852571672;https://t.me/sibtrud_poligraf;=;;
